team,date,elo_(k=32)_rating,elo_(k=32)_avg_7d,elo_(k=32)_δ7d,elo_(k=32)_avg_30d,elo_(k=32)_δ30d,elo_(k=64)_rating,elo_(k=64)_avg_7d,elo_(k=64)_δ7d,elo_(k=64)_avg_30d,elo_(k=64)_δ30d,glicko_1_rating,glicko_1_μ,glicko_1_σ,glicko_1_δrat.7d,glicko_2_rating,glicko_2_μ,glicko_2_σ,glicko_2_δrat.7d
Team Liquid,8-5-2022,1135.99,1087.88,+58.74,1087.57,+77.12,1262.54,1162.86,+123.42,1165.19,+139.24,1865.19,2081.32,86.45,+150.64,1864.79,1987.44,49.06,+32.63
Gaimin Gladiators,8-5-2022,1080.22,1116.69,-83.73,1109.01,-12.91,1086.76,1163.57,-178.52,1166.80,-47.15,1839.31,2019.65,72.14,-60.80,1828.18,1960.82,53.06,-28.16
Vici Gaming,8-5-2022,1033.70,1034.52,-1.66,1014.02,+73.76,1091.29,1093.53,-4.50,1054.54,+149.35,1695.92,2070.90,149.99,-57.79,1824.85,1949.86,50.00,-2.80
INVICTUS GAMING,8-5-2022,1037.55,1038.47,-1.85,1027.93,+20.09,1050.18,1051.41,-2.48,1032.60,+34.73,1501.09,1888.18,154.84,-55.67,1822.93,1950.13,50.88,-2.77
Thunder Awaken,8-5-2022,1212.56,1217.77,-10.49,1219.55,+4.49,1299.27,1306.61,-14.77,1306.22,+12.54,1694.76,2011.80,126.81,-71.04,1807.98,1931.95,49.59,-2.81
Team Secret,8-5-2022,1010.44,1010.69,-0.52,1013.76,+2.52,1017.37,1017.79,-0.86,1025.18,+5.31,1513.89,1911.01,158.85,-54.04,1806.99,1937.01,52.01,-2.71
EHOME,8-5-2022,990.38,1006.52,-24.53,1003.80,+20.01,990.22,1027.30,-58.60,1023.66,+45.91,1723.36,1972.92,99.82,-21.39,1801.74,1925.74,49.60,-14.06
Fnatic,8-5-2022,1127.18,1130.29,-6.28,1110.28,+73.02,1224.18,1229.67,-11.06,1188.49,+139.71,1693.71,2029.40,134.28,-66.08,1799.41,1927.51,51.24,-2.80
T1,8-5-2022,1097.54,1099.93,-4.81,1101.08,-14.30,1149.71,1153.38,-7.39,1152.29,-17.98,1636.17,1966.09,131.96,-67.53,1792.90,1913.09,48.08,-2.88
Entity,8-5-2022,1093.65,1095.94,-4.62,1111.85,-51.99,1120.04,1122.98,-5.92,1145.64,-94.39,1614.84,1940.71,130.35,-68.59,1788.60,1909.94,48.54,-2.82
Quincy Crew,8-5-2022,1051.24,1052.50,-2.53,1057.67,-26.28,1069.65,1071.36,-3.44,1076.43,-37.69,1522.54,1893.63,148.44,-58.51,1779.61,1918.02,55.36,-2.47
Virtus.pro,8-5-2022,1060.21,1061.69,-2.97,1072.02,-18.46,1093.07,1095.35,-4.59,1115.12,-34.18,1427.06,1801.05,149.59,-57.97,1766.19,1902.61,54.57,-2.63
Nigma Galaxy,8-5-2022,969.44,982.91,-0.74,966.80,-2.22,1013.07,1034.34,+11.81,994.35,+36.67,1570.55,1848.56,111.20,+129.30,1743.80,1867.30,49.40,+0.77
beastcoast,8-5-2022,1089.05,1091.23,-4.39,1111.37,-55.97,1136.85,1140.20,-6.75,1171.13,-107.32,1549.25,1904.17,141.97,-61.72,1728.70,1861.97,53.31,-2.58
Team Magma,8-5-2022,956.14,955.06,+2.16,954.95,-35.57,936.26,934.70,+3.15,930.75,-56.87,1511.95,1896.21,153.70,-56.15,1710.48,1843.68,53.28,-2.60
Polaris Esports,8-5-2022,1118.79,1068.81,+90.13,1053.24,+54.62,1182.33,1097.02,+167.41,1059.09,+112.92,1768.12,1916.62,59.40,+46.05,1706.02,1818.68,45.06,+34.04
Aster.Aries,8-5-2022,1071.14,1072.89,-3.51,1053.64,+80.02,1119.82,1122.76,-5.91,1090.70,+131.50,1600.71,1997.30,158.64,-54.12,1703.81,1850.29,58.59,-2.34
One Move,8-5-2022,1137.94,1147.18,-14.76,1160.40,+15.22,1176.08,1204.61,-41.53,1221.24,+14.81,1615.17,1850.59,94.17,-1.40,1702.94,1818.32,46.15,-0.45
Natus Vincere,8-5-2022,1011.89,1014.65,-20.41,1019.53,-4.02,1016.17,1022.59,-48.99,1039.79,-17.31,1518.16,1846.06,131.16,-105.43,1685.24,1822.91,55.06,-11.64
4 Zoomers,8-5-2022,1039.52,1040.49,-1.95,1034.50,+36.83,1056.46,1057.84,-2.79,1047.63,+62.68,1422.41,1792.82,148.17,-58.63,1674.37,1794.03,47.86,-2.89
Team SMG,8-5-2022,964.29,963.41,+1.76,971.12,-34.53,946.98,945.68,+2.62,957.72,-57.23,1459.81,1810.65,140.34,-62.59,1668.89,1798.18,51.72,-2.68
HellRaisers,8-5-2022,1014.51,1014.87,-0.72,1060.13,-76.70,1002.71,1002.78,-0.13,1091.10,-148.13,1191.10,1667.49,190.56,-44.02,1652.25,1786.94,53.88,-2.58
Alliance,8-5-2022,1048.46,1049.64,-2.39,1042.54,+44.75,1113.48,1116.26,-5.60,1110.69,+47.19,1302.43,1723.54,168.44,-50.52,1651.47,1792.50,56.41,-2.49
Execration,8-5-2022,1067.86,1076.26,+5.05,1013.10,+116.98,1108.56,1135.48,-31.55,1052.29,+172.87,1652.40,1846.89,77.80,+33.04,1645.05,1758.31,45.30,+13.59
Winstrike Team,8-5-2022,1065.71,1067.32,-3.24,1072.99,-15.07,1104.06,1106.61,-5.13,1115.59,-23.86,1317.52,1842.34,209.93,-39.60,1638.23,1769.84,52.64,-2.60
Nigma Galaxy SEA,8-5-2022,1113.25,1084.64,+30.44,1001.15,+140.07,1189.37,1168.30,-1.92,1026.20,+203.45,1694.80,1852.94,63.26,+73.16,1635.48,1759.62,49.65,+48.37
Wildcard Gaming,8-5-2022,1112.22,1069.51,+61.73,1026.23,+121.16,1200.87,1133.18,+84.68,1065.14,+189.61,1610.56,1815.17,81.84,+93.23,1635.23,1753.05,47.13,+22.73
Infamous U.esports.,8-5-2022,1019.67,1019.24,-26.38,1035.35,-6.73,1038.28,1012.51,-18.16,1055.08,+10.37,1514.34,1693.08,71.50,+11.49,1634.44,1743.60,43.66,-16.49
Hokori,8-5-2022,1068.09,1080.22,-2.51,1077.24,+32.75,1090.73,1120.28,-16.44,1132.85,+6.19,1580.08,1799.96,87.95,+6.54,1631.65,1743.04,44.56,+0.87
Pari Parni,8-5-2022,1006.46,1006.35,+1.90,1014.79,-15.12,1010.82,1010.41,+4.82,1000.72,+11.57,1448.56,1723.07,109.80,+137.99,1627.25,1762.76,54.21,+11.71
Tempest,8-5-2022,1036.71,1037.61,-1.81,1042.74,-13.82,1050.65,1051.89,-2.50,1054.55,-2.33,1428.10,1800.54,148.97,-58.26,1623.67,1750.35,50.67,-2.71
Team Saiyan,8-5-2022,947.69,946.41,+2.58,979.33,-76.92,889.69,886.98,+5.44,942.70,-129.69,1237.37,1668.27,172.36,-49.23,1623.54,1780.62,62.83,-2.23
SHENZHEN,8-5-2022,981.75,981.31,+0.90,978.59,+10.07,967.38,966.58,+1.61,964.95,+5.80,1376.17,1777.96,160.71,-53.32,1619.72,1782.45,65.09,-2.10
Mind Games,8-5-2022,1010.07,1008.12,+17.10,1052.91,-67.14,1009.00,1003.87,+42.39,1070.97,-99.65,1393.09,1694.70,120.64,+98.59,1612.82,1742.98,52.07,+11.22
Brame,8-5-2022,1027.10,998.88,+93.83,964.79,+48.80,1090.23,1045.38,+182.94,983.87,+81.98,1551.92,1730.43,71.41,+95.05,1601.58,1713.87,44.91,+30.44
LBZS,8-5-2022,883.23,880.36,+5.76,895.34,-51.48,813.21,808.63,+9.22,840.81,-102.66,1223.92,1655.11,172.47,-49.19,1594.67,1746.21,60.62,-2.26
Neon Esports,8-5-2022,890.56,896.02,-21.92,918.14,-49.38,859.01,861.96,-30.28,881.43,-51.68,1513.99,1664.88,60.36,-23.60,1594.60,1705.23,44.25,-25.96
Ka4kanarskie cyxariki,8-5-2022,1083.08,1072.50,+13.01,1078.20,-,1120.37,1083.47,+48.11,1107.70,-,1570.30,1738.51,67.29,+16.78,1593.47,1766.07,69.04,+1.93
Ybb gaming,8-5-2022,950.85,949.65,+2.43,939.64,+14.75,928.50,926.75,+3.53,902.19,+55.01,1332.73,1659.78,130.82,-68.28,1587.21,1762.03,69.93,-1.95
AS Monaco Gambit,8-5-2022,1006.14,1006.30,-0.30,1029.63,-83.20,986.48,986.15,+0.67,1022.73,-144.46,1341.12,1663.84,129.09,-69.44,1584.23,1708.30,49.63,-2.79
Talon,8-5-2022,1072.75,1074.53,-3.59,1083.44,-33.29,1104.24,1106.80,-5.14,1120.38,-73.12,1503.91,1968.76,185.94,-45.22,1583.02,1767.85,73.93,-1.85
Into The Breach,8-5-2022,992.73,992.56,+0.36,1002.72,-56.37,949.91,948.69,+2.47,961.46,-87.81,1122.32,1549.11,170.72,-49.76,1581.06,1730.71,59.86,-2.29
phoenix gaming,8-5-2022,912.15,910.00,+4.33,911.56,-15.97,875.85,872.81,+6.13,875.46,-24.39,1298.19,1628.61,132.17,-67.40,1580.97,1728.51,59.01,-2.32
PuckChamp,8-5-2022,1011.09,1011.37,-0.55,1010.11,+0.39,1026.32,1026.97,-1.30,1020.77,+5.80,1365.41,1739.27,149.54,-58.00,1580.39,1722.27,56.75,-2.43
Infinity,8-5-2022,1079.70,1068.30,+43.62,1008.36,+69.74,1126.61,1127.20,+47.42,1028.07,+84.75,1564.30,1729.58,66.11,+60.64,1576.72,1698.96,48.90,+30.34
Noping VPN,8-5-2022,966.83,966.01,+1.64,980.55,-61.39,948.54,947.28,+2.54,949.73,-73.77,1227.66,1520.06,116.96,-79.10,1573.56,1707.07,53.41,-2.58
HYDRA,8-5-2022,951.70,961.01,-14.53,1014.00,-74.08,923.89,925.27,+2.32,1011.34,-112.84,1485.56,1622.96,54.96,+6.96,1573.40,1678.41,42.01,-9.49
CDEC ,8-5-2022,967.50,966.70,+1.60,963.90,+7.45,956.61,955.54,+2.14,951.80,+9.95,628.04,1503.04,350.00,0.00,1563.03,1752.73,75.88,-1.82
TNC Predator,8-5-2022,943.03,941.64,+2.81,925.83,+34.35,932.48,930.83,+3.33,901.23,+61.53,1123.27,1506.83,153.42,-56.27,1562.31,1710.14,59.13,-2.35
Army Geniuses,8-5-2022,1087.65,1100.70,-4.54,1044.66,+91.87,1111.27,1154.58,-43.68,1098.84,+66.75,1648.16,1825.85,71.08,+23.78,1556.15,1676.31,48.06,+16.20
NO SORRY,8-5-2022,1056.02,1047.72,-12.08,1017.43,+123.11,1102.95,1075.53,-10.79,1034.10,+220.01,1525.57,1663.73,55.26,+23.21,1547.79,1678.29,52.20,+11.71
DGG Esports,8-5-2022,1012.28,995.87,-2.76,1025.18,-5.08,1010.98,967.44,-7.20,1033.29,-12.19,1512.35,1634.97,49.05,-4.61,1546.73,1657.60,44.35,-7.84
Lilgun ,8-5-2022,942.49,968.04,-54.48,996.95,-107.43,920.16,927.73,-41.48,962.24,-131.20,1437.02,1626.82,75.92,+12.67,1544.93,1653.58,43.46,-22.38
Motivate.Trust Gaming,8-5-2022,890.03,918.08,-22.89,918.11,-47.82,860.90,916.25,-39.06,894.50,-65.26,1405.59,1572.69,66.84,+28.54,1531.51,1641.89,44.15,-2.14
Coritiba Esports,8-5-2022,920.38,918.43,+3.93,926.42,-33.17,904.95,902.62,+4.69,916.89,-52.43,1245.51,1619.48,149.59,-57.97,1517.66,1645.64,51.19,-2.68
No Monkey Business,8-5-2022,995.68,983.42,+15.56,960.00,+40.48,1023.61,993.16,+44.22,935.89,+114.47,1438.67,1623.63,73.99,+71.84,1513.90,1654.51,56.24,+27.26
iG.Vitality,8-5-2022,886.64,883.86,+5.59,887.69,-22.74,830.23,826.07,+8.38,828.07,-13.77,1186.18,1539.14,141.18,-62.13,1512.35,1670.12,63.11,-2.19
Yangon Galacticos,8-5-2022,976.19,975.61,+1.17,997.97,-31.37,960.78,959.82,+1.94,1006.29,-68.26,1243.63,1587.62,137.60,-64.12,1512.21,1647.33,54.05,-2.56
Team Empire,8-5-2022,931.12,929.43,+3.40,951.95,+4.85,873.16,870.05,+6.26,918.60,-2.01,1282.18,1549.63,106.98,-89.88,1511.18,1626.28,46.04,-3.15
SG esports,8-5-2022,1017.81,1018.25,-0.88,1005.83,+18.54,1055.03,1056.38,-2.72,1037.72,+6.68,1171.99,1546.15,149.67,-57.94,1509.76,1656.45,58.68,-2.34
Nemiga Gaming,8-5-2022,914.93,912.85,+4.20,888.32,+1.11,882.42,879.54,+5.80,812.48,+60.28,1143.22,1465.83,129.04,-69.48,1502.68,1613.62,44.38,-3.11
Wolf Team,8-5-2022,1073.69,1075.49,-3.64,1072.91,+31.54,1127.97,1131.11,-6.31,1128.83,+49.12,1314.00,1748.42,173.77,-48.78,1486.33,1657.48,68.46,-2.00
X3,8-5-2022,1015.14,1042.70,-11.83,988.61,+52.22,997.69,1088.65,-75.11,1018.68,+9.97,1482.05,1678.37,78.53,+70.02,1484.73,1625.99,56.50,+43.96
Rune Eaters,8-5-2022,1012.80,1013.11,-0.63,991.83,-,1030.84,1031.60,-1.52,997.27,-,1351.44,1632.14,112.28,-83.75,1465.90,1662.72,78.73,-1.73
Balrogs e-Sport,8-5-2022,942.95,941.55,+2.82,947.84,-24.89,904.94,902.61,+4.69,908.02,-25.22,1235.51,1595.09,143.83,-60.75,1456.87,1622.09,66.09,-2.07
Gorillaz-Pride,8-5-2022,1044.04,1045.12,-2.17,1029.70,+73.30,1074.54,1076.36,-3.68,1048.08,+150.83,1184.41,1557.98,149.43,-58.05,1448.27,1602.70,61.77,-2.22
DogChamp,8-5-2022,958.56,954.59,+24.72,905.32,+63.80,989.36,987.51,+39.03,881.86,+137.14,1427.28,1590.41,65.25,+68.62,1434.97,1565.72,52.30,+39.05
Into The Breach,8-5-2022,975.51,974.91,+1.21,964.83,+40.32,971.63,970.93,+1.40,954.31,+81.18,1040.45,1431.40,156.38,-55.03,1421.31,1603.66,72.94,-1.87
5RATFORCESTAFF,8-5-2022,1054.40,1055.73,-2.68,1086.17,-24.31,1038.95,1039.90,-1.92,1110.22,-65.86,1324.70,1629.31,121.84,-74.86,1406.30,1579.28,69.19,-1.98
The Cut,8-5-2022,888.96,865.35,-8.24,893.15,-34.17,857.46,798.21,+22.56,832.08,-22.54,1243.93,1502.67,103.50,+64.29,1401.96,1536.93,53.99,-7.57
Team Bald Reborn,8-5-2022,901.60,899.19,+4.86,912.37,-25.70,841.02,837.13,+7.84,858.49,-39.32,947.77,1320.74,149.19,-58.16,1401.85,1562.78,64.37,-2.12
UD VESSUWAN,8-5-2022,995.50,995.39,+0.22,961.56,+38.26,1054.54,1055.88,-2.69,965.46,+145.67,1324.09,1604.63,112.21,-83.81,1394.98,1579.29,73.72,-1.85
Simply TOOBASED,8-5-2022,876.57,873.55,+6.09,866.22,+4.10,822.91,818.57,+8.74,807.91,+8.52,949.17,1399.85,180.27,-46.81,1377.01,1528.29,60.51,-2.26
Yet Another Team,8-5-2022,925.09,934.96,+13.15,906.81,-31.87,906.28,921.61,+44.94,841.90,-21.36,1275.29,1521.91,98.65,+145.55,1373.15,1539.02,66.35,+53.82
B8,8-5-2022,892.51,889.87,+5.30,889.18,+11.65,849.73,846.04,+7.42,846.75,+13.76,683.01,1255.85,229.14,-36.05,1368.75,1511.81,57.22,-2.40
IVY,8-5-2022,943.62,942.24,+2.78,906.96,+60.46,968.72,967.95,+1.54,901.27,+113.25,1053.89,1427.50,149.44,-58.04,1358.54,1512.90,61.75,-2.22
Omega Gaming,8-5-2022,936.57,935.02,+3.13,961.81,-53.09,871.09,867.93,+6.36,919.23,-97.80,1031.39,1390.79,143.76,-60.79,1351.16,1508.02,62.74,-2.19
Eternity,8-5-2022,911.04,908.86,+4.39,899.02,+49.08,893.85,891.25,+5.24,872.62,+111.34,922.18,1300.32,151.26,-57.22,1349.63,1493.05,57.37,-2.40
Nova,8-5-2022,885.19,906.91,-2.39,936.40,-,823.30,857.71,+12.37,884.81,-,1281.49,1464.45,73.19,+38.95,1337.36,1509.33,68.79,+28.36
Arkosh Gaming,8-5-2022,948.94,947.69,+2.52,929.78,+57.97,960.08,959.10,+1.97,930.28,+100.60,1065.13,1430.96,146.33,-59.51,1328.98,1472.30,57.33,-2.39
felt,8-5-2022,1005.85,1005.99,-0.29,1025.62,-31.54,995.75,995.65,+0.21,1042.46,-104.59,1273.06,1552.41,111.74,-84.32,1325.63,1467.14,56.61,-2.43
Happy Seals,8-5-2022,895.28,976.63,-133.24,1018.62,-,788.93,944.00,-247.06,1016.61,-,1303.15,1481.72,71.43,-66.31,1284.06,1454.65,68.24,-57.39
KBU.US,8-5-2022,973.91,973.27,+1.29,967.85,-23.22,954.27,953.15,+2.26,939.13,-52.28,1030.12,1393.11,145.20,-60.07,1269.60,1439.27,67.87,-2.01
Interitus,8-5-2022,891.49,888.84,+5.35,885.00,+4.45,843.49,839.65,+7.72,829.88,+26.59,853.83,1308.97,182.06,-46.30,1197.61,1386.62,75.60,-1.81
5ManMidas,8-5-2022,919.31,917.33,+3.98,935.90,-43.95,857.61,854.12,+7.03,893.69,-89.79,925.15,1299.25,149.64,-57.95,1190.08,1345.58,62.20,-2.20
PSG.LGD,7-5-2022,1127.28,1145.26,-20.15,1146.34,+4.56,1152.78,1192.09,-43.22,1199.70,-8.38,2074.76,2296.57,88.72,+129.15,2004.06,2120.93,46.75,+13.14
Team Spirit,7-5-2022,1167.31,1165.46,+39.33,1136.55,+30.08,1258.72,1254.67,+70.32,1188.99,+80.43,1828.30,2211.97,153.47,-56.25,1929.30,2060.63,52.53,-2.64
Tundra Esports,7-5-2022,1188.06,1163.14,+58.83,1121.36,+47.03,1298.33,1249.61,+114.05,1173.04,+87.89,1922.19,2091.25,67.62,+29.43,1911.29,2026.34,46.02,+13.05
Team Aster,7-5-2022,1145.65,1099.92,+53.40,1089.05,+68.23,1245.18,1148.10,+115.17,1129.90,+124.35,2016.08,2194.28,71.28,+57.17,1905.34,2013.48,43.26,+11.66
Royal Never Give Up,7-5-2022,1053.30,1034.75,+30.41,1066.34,-54.06,1093.24,1016.53,+116.90,1061.71,-39.57,1930.71,2131.40,80.27,+200.60,1893.32,2001.31,43.19,+24.82
BOOM Esports,7-5-2022,1163.18,1152.83,+20.36,1167.32,-33.80,1215.32,1196.50,+44.88,1219.79,-72.41,1826.99,2056.00,91.60,+51.29,1892.58,2007.79,46.08,-0.61
Xtreme  Gaming,7-5-2022,1109.72,1123.67,-21.62,1124.94,-48.98,1137.81,1175.80,-54.18,1166.81,-93.14,2000.99,2189.38,75.36,+5.59,1883.23,2002.93,47.88,+6.94
OG,7-5-2022,1148.82,1152.47,-7.34,1150.13,+17.86,1272.68,1279.37,-13.46,1282.20,+7.47,1835.37,2185.76,140.16,-62.69,1874.58,2003.33,51.50,-2.74
Evil Geniuses,7-5-2022,1139.75,1143.17,-6.90,1137.44,+25.05,1208.54,1213.65,-10.29,1205.25,+37.44,1676.69,2031.09,141.76,-61.83,1873.28,2010.33,54.82,-2.51
TSM FTX,7-5-2022,1097.97,1100.37,-4.83,1115.19,-32.66,1124.66,1127.72,-6.15,1151.41,-47.00,1642.11,1985.93,137.53,-64.16,1866.44,1995.99,51.82,-2.64
Team Liquid,7-5-2022,1110.37,1080.61,+32.58,1085.10,+51.10,1207.91,1147.55,+67.84,1160.73,+83.76,1865.19,2081.32,86.45,+150.64,1864.79,1987.44,49.06,+32.63
Gaimin Gladiators,7-5-2022,1080.77,1124.55,-62.35,1109.44,-13.00,1087.36,1181.76,-144.90,1168.35,-47.48,1839.31,2019.65,72.14,-60.80,1828.18,1960.82,53.06,-28.16
Vici Gaming,7-5-2022,1033.93,1034.76,-1.67,1011.63,+74.27,1091.93,1094.18,-4.54,1049.71,+150.38,1695.92,2070.90,149.99,-57.79,1824.85,1949.86,50.00,-2.80
INVICTUS GAMING,7-5-2022,1037.81,1038.74,-1.87,1027.28,+20.23,1050.52,1051.76,-2.49,1031.49,+34.97,1501.09,1888.18,154.84,-55.67,1822.93,1950.13,50.88,-2.77
Thunder Awaken,7-5-2022,1214.03,1219.27,-10.56,1219.81,-6.52,1301.34,1308.72,-14.87,1307.11,-25.46,1694.76,2011.80,126.81,-71.04,1807.98,1931.95,49.59,-2.81
Team Secret,7-5-2022,1010.51,1010.77,-0.52,1013.68,+2.54,1017.49,1017.91,-0.86,1025.01,+5.34,1513.89,1911.01,158.85,-54.04,1806.99,1937.01,52.01,-2.71
EHOME,7-5-2022,990.31,1009.60,-24.70,1003.15,+20.15,990.15,1034.66,-59.01,1022.17,+46.22,1723.36,1972.92,99.82,-21.39,1801.74,1925.74,49.60,-14.06
Fnatic,7-5-2022,1128.06,1131.19,-6.32,1107.94,+73.53,1225.72,1231.25,-11.14,1184.00,+140.68,1693.71,2029.40,134.28,-66.08,1799.41,1927.51,51.24,-2.80
T1,7-5-2022,1098.21,1100.62,-4.85,1101.57,-14.40,1150.74,1154.44,-7.44,1152.91,-18.10,1636.17,1966.09,131.96,-67.53,1792.90,1913.09,48.08,-2.88
Entity,7-5-2022,1094.30,1096.61,-4.65,1113.56,-52.35,1120.87,1123.83,-5.96,1148.74,-95.04,1614.84,1940.71,130.35,-68.59,1788.60,1909.94,48.54,-2.82
Quincy Crew,7-5-2022,1051.60,1052.86,-2.55,1058.54,-26.46,1070.13,1071.85,-3.46,1077.67,-37.95,1522.54,1893.63,148.44,-58.51,1779.61,1918.02,55.36,-2.47
Virtus.pro,7-5-2022,1060.63,1062.11,-2.99,1072.63,-18.59,1093.71,1096.00,-4.62,1116.25,-34.41,1427.06,1801.05,149.59,-57.97,1766.19,1902.61,54.57,-2.63
Nigma Galaxy,7-5-2022,969.23,982.98,-0.75,966.87,-2.24,1013.16,1032.87,+11.89,993.16,+36.92,1570.55,1848.56,111.20,+129.30,1743.80,1867.30,49.40,+0.77
beastcoast,7-5-2022,1089.66,1091.86,-4.42,1113.21,-56.36,1137.79,1141.17,-6.80,1174.64,-108.07,1549.25,1904.17,141.97,-61.72,1728.70,1861.97,53.31,-2.58
Team Magma,7-5-2022,955.84,954.75,+2.18,956.10,-35.81,935.82,934.25,+3.17,932.58,-57.26,1511.95,1896.21,153.70,-56.15,1710.48,1843.68,53.28,-2.60
Polaris Esports,7-5-2022,1104.20,1057.57,+75.35,1051.49,+39.59,1162.44,1076.10,+147.41,1055.46,+92.55,1768.12,1916.62,59.40,+46.05,1706.02,1818.68,45.06,+34.04
Aster.Aries,7-5-2022,1071.63,1073.39,-3.53,1051.05,+80.57,1120.65,1123.61,-5.95,1086.45,+132.41,1600.71,1997.30,158.64,-54.12,1703.81,1850.29,58.59,-2.34
One Move,7-5-2022,1138.89,1149.16,-14.86,1159.26,+36.28,1177.30,1209.99,-41.82,1219.64,+50.86,1615.17,1850.59,94.17,-1.40,1702.94,1818.32,46.15,-0.45
Natus Vincere,7-5-2022,1011.97,1020.44,-46.21,1019.66,-4.05,1016.29,1035.14,-100.28,1040.35,-17.42,1518.16,1846.06,131.16,-105.43,1685.24,1822.91,55.06,-11.64
4 Zoomers,7-5-2022,1039.79,1040.77,-1.96,1033.31,+37.08,1056.85,1058.24,-2.81,1045.61,+63.11,1422.41,1792.82,148.17,-58.63,1674.37,1794.03,47.86,-2.89
Team SMG,7-5-2022,964.04,963.16,+1.77,972.24,-34.77,946.61,945.31,+2.63,959.57,-57.63,1459.81,1810.65,140.34,-62.59,1668.89,1798.18,51.72,-2.68
HellRaisers,7-5-2022,1014.61,1014.97,-0.72,1062.62,-77.23,1002.73,1002.80,-0.13,1095.91,-149.15,1191.10,1667.49,190.56,-44.02,1652.25,1786.94,53.88,-2.58
Alliance,7-5-2022,1048.79,1049.99,-2.41,1041.10,+45.06,1114.27,1117.07,-5.64,1109.18,+47.51,1302.43,1723.54,168.44,-50.52,1651.47,1792.50,56.41,-2.49
Execration,7-5-2022,1068.33,1072.87,+27.59,1009.32,+117.79,1109.30,1135.49,+0.67,1046.70,+174.07,1652.40,1846.89,77.80,+33.04,1645.05,1758.31,45.30,+13.59
Winstrike Team,7-5-2022,1066.16,1067.78,-3.26,1073.49,-15.17,1104.78,1107.34,-5.17,1116.39,-24.02,1317.52,1842.34,209.93,-39.60,1638.23,1769.84,52.64,-2.60
Nigma Galaxy SEA,7-5-2022,1114.03,1080.21,+36.17,996.63,+141.03,1190.68,1169.54,-8.60,1019.63,+204.86,1694.80,1852.94,63.26,+73.16,1635.48,1759.62,49.65,+48.37
Wildcard Gaming,7-5-2022,1112.99,1057.45,+97.21,1022.32,+122.00,1202.26,1113.95,+155.21,1059.03,+190.92,1610.56,1815.17,81.84,+93.23,1635.23,1753.05,47.13,+22.73
Infamous U.esports.,7-5-2022,1015.89,1021.73,-23.75,1035.57,-10.69,1031.23,1014.25,-21.00,1054.75,+3.12,1514.34,1693.08,71.50,+11.49,1634.44,1743.60,43.66,-16.49
Hokori,7-5-2022,1058.62,1080.60,-12.47,1076.19,+23.04,1071.14,1122.43,-36.78,1132.67,-13.99,1580.08,1799.96,87.95,+6.54,1631.65,1743.04,44.56,+0.87
Pari Parni,7-5-2022,1006.51,1006.11,+1.92,1015.28,-15.23,1010.89,1009.82,+4.86,1000.35,+11.65,1448.56,1723.07,109.80,+137.99,1627.25,1762.76,54.21,+11.71
Tempest,7-5-2022,1036.96,1037.87,-1.82,1042.99,-7.52,1051.00,1052.25,-2.52,1054.69,-3.89,1428.10,1800.54,148.97,-58.26,1623.67,1750.35,50.67,-2.71
Team Saiyan,7-5-2022,947.33,946.04,+2.60,981.82,-77.45,888.93,886.20,+5.48,946.89,-130.59,1237.37,1668.27,172.36,-49.23,1623.54,1780.62,62.83,-2.23
SHENZHEN,7-5-2022,981.63,981.18,+0.91,978.26,+10.14,967.16,966.35,+1.62,964.76,+5.84,1376.17,1777.96,160.71,-53.32,1619.72,1782.45,65.09,-2.10
Mind Games,7-5-2022,1010.14,1008.71,-4.71,1055.10,-67.60,1009.06,1002.56,+10.55,1074.21,-100.34,1393.09,1694.70,120.64,+98.59,1612.82,1742.98,52.07,+11.22
Brame,7-5-2022,1027.29,987.10,+94.48,963.22,+49.13,1090.85,1022.44,+184.20,981.22,+82.55,1551.92,1730.43,71.41,+95.05,1601.58,1713.87,44.91,+30.44
LBZS,7-5-2022,882.42,879.54,+5.80,896.98,-51.83,811.92,807.31,+9.28,844.10,-103.37,1223.92,1655.11,172.47,-49.19,1594.67,1746.21,60.62,-2.26
Neon Esports,7-5-2022,883.55,901.50,-50.82,919.72,-55.97,843.41,869.70,-77.56,883.08,-66.67,1513.99,1664.88,60.36,-23.60,1594.60,1705.23,44.25,-25.96
Ka4kanarskie cyxariki,7-5-2022,1083.65,1075.51,-23.53,1077.98,-,1121.20,1086.59,-24.10,1107.15,-,1570.30,1738.51,67.29,+16.78,1593.47,1766.07,69.04,+1.93
Ybb gaming,7-5-2022,950.51,949.30,+2.44,939.15,+14.85,928.00,926.24,+3.55,900.39,+55.39,1332.73,1659.78,130.82,-68.28,1587.21,1762.03,69.93,-1.95
AS Monaco Gambit,7-5-2022,1006.19,1006.34,-0.31,1032.34,-83.77,986.38,986.05,+0.67,1027.42,-145.46,1341.12,1663.84,129.09,-69.44,1584.23,1708.30,49.63,-2.79
Talon,7-5-2022,1073.25,1075.05,-3.61,1084.53,-33.52,1104.96,1107.53,-5.18,1122.78,-73.62,1503.91,1968.76,185.94,-45.22,1583.02,1767.85,73.93,-1.85
Into The Breach,7-5-2022,992.68,992.50,+0.36,1004.55,-56.76,949.57,948.33,+2.49,964.30,-88.41,1122.32,1549.11,170.72,-49.76,1581.06,1730.71,59.86,-2.29
phoenix gaming,7-5-2022,911.55,909.38,+4.36,912.06,-16.08,875.00,871.93,+6.17,876.22,-24.56,1298.19,1628.61,132.17,-67.40,1580.97,1728.51,59.01,-2.32
